,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
568,2021,16250,389000,37.0,1,2.875,389000,24.34,38.67,5,9,Current,1051351.3513513517,1051351.3513513517,0.0,389000
575,2021,10863,293550,95.0,1,3.0,293550,15.33,38.22,4,9,Current,309000.0,309000.0,0.0,293550
577,2021,9167,280000,80.0,1,2.75,280000,17.57,27.87,4,9,Current,350000.0,350000.0,0.0,280000
610,2021,6068,292000,80.0,1,2.875,292000,32.25,40.27,5,9,Current,365000.0,365000.0,0.0,292000
613,2021,10000,446000,75.0,1,3.0,446000,29.0,29.94,5,9,Current,594666.6666666666,594666.6666666666,0.0,446000
617,2021,12712,276000,63.0,1,2.5,276000,19.36,34.63,4,9,Current,438095.2380952381,438095.2380952381,0.0,276000
629,2021,8917,279515,80.0,1,3.0,280000,18.62,39.99,5,9,Current,350000.0,350000.0,0.0,279515
634,2021,7797,415000,53.0,1,2.875,415000,31.11,35.19,5,9,Current,783018.8679245283,783018.8679245283,0.0,415000
651,2021,7583,358000,47.0,1,2.875,358000,30.5,31.03,5,9,Current,761702.1276595745,761702.1276595745,0.0,358000
655,2021,5461,291488,53.0,1,2.875,292000,32.3,32.84,5,9,Current,550943.3962264151,550943.3962264151,0.0,291488
664,2021,6760,259087,72.0,1,2.875,260000,23.63,36.79,5,9,Current,361111.1111111111,361111.1111111111,0.0,259087
680,2021,5200,332857,78.0,1,2.875,333500,37.21,41.1,5,9,Current,427564.10256410256,427564.10256410256,0.0,332857
690,2021,7916,337500,75.0,1,3.25,337500,26.25,26.46,4,9,Current,450000.0,450000.0,0.0,337500
696,2021,7962,374000,66.0,1,2.875,374000,30.45,34.33,5,9,Current,566666.6666666666,566666.6666666666,0.0,374000
709,2021,8026,335000,56.0,1,3.375,335000,26.35,27.25,4,9,Current,598214.2857142857,598214.2857142857,0.0,335000
716,2021,5561,319000,100.0,1,2.75,319000,30.99,31.96,5,9,Current,319000.0,319000.0,0.0,319000
717,2021,10000,383250,64.0,1,3.25,383250,22.8,29.82,4,9,Current,598828.125,598828.125,0.0,383250
737,2021,10833,323500,57.0,1,2.75,323500,27.68,38.32,4,9,Current,567543.8596491228,567543.8596491228,0.0,323500
739,2021,6452,355000,80.0,1,3.0,355000,32.43,42.38,4,9,Current,443750.0,443750.0,0.0,355000
740,2021,7755,368000,52.0,1,2.875,368000,35.96,35.96,5,9,Current,707692.3076923076,707692.3076923076,0.0,368000
745,2021,12654,349000,65.0,1,2.875,349000,20.25,28.29,5,9,Current,536923.0769230769,536923.0769230769,0.0,349000
751,2021,7146,297000,73.0,1,3.375,297000,23.02,29.98,5,9,Current,406849.31506849313,406849.31506849313,0.0,297000
753,2021,9386,409000,80.0,1,2.875,409000,31.41,36.08,4,9,Current,511250.0,511250.0,0.0,409000
756,2021,8625,331000,72.0,1,3.0,331000,23.79,24.11,4,9,Current,459722.2222222223,459722.2222222223,0.0,331000
784,2021,8666,250000,62.0,1,2.75,250000,20.52,27.72,5,9,Current,403225.8064516129,403225.8064516129,0.0,250000
792,2021,7785,350000,47.0,1,3.125,350000,30.45,38.56,4,9,Current,744680.8510638298,744680.8510638298,0.0,350000
812,2021,8729,315000,75.0,1,3.0,315000,22.42,36.15,4,9,Current,420000.0,420000.0,0.0,315000
827,2021,18750,310000,50.0,1,2.875,310000,18.33,40.0,5,9,Current,620000.0,620000.0,0.0,310000
835,2021,9163,340000,63.0,1,3.25,340000,23.33,27.47,5,9,Current,539682.5396825396,539682.5396825396,0.0,340000
846,2021,5109,285000,67.0,1,2.875,285000,32.98,36.29,5,9,Current,425373.13432835817,425373.13432835817,0.0,285000
859,2021,9375,429522,77.0,1,2.875,429522,26.52,29.52,4,9,Current,557820.7792207792,557820.7792207792,0.0,429522
898,2021,8416,224000,80.0,1,3.25,224000,25.01,43.14,5,9,Current,280000.0,280000.0,0.0,224000
920,2021,7976,344000,80.0,1,2.875,344000,23.45,31.85,5,9,Current,430000.0,430000.0,0.0,344000
930,2021,7083,255000,87.0,1,3.125,255000,24.15,24.15,5,9,Current,293103.4482758621,293103.4482758621,0.0,255000
946,2021,11542,295500,54.0,1,2.875,295500,17.21,35.71,4,9,Current,547222.2222222221,547222.2222222221,0.0,295500
951,2021,9940,400000,60.0,1,3.25,400000,23.41,30.16,4,9,Current,666666.6666666667,666666.6666666667,0.0,400000
958,2021,9849,459300,73.0,1,3.0,459300,26.92,31.58,5,9,Current,629178.0821917808,629178.0821917808,0.0,459300
962,2021,11435,380500,58.0,1,3.125,380500,19.7,24.93,5,9,Current,656034.4827586208,656034.4827586208,0.0,380500
1002,2021,7055,326000,64.0,1,3.0,326000,27.39,38.36,5,9,Current,509375.0,509375.0,0.0,326000
1012,2021,8012,358050,103.0,1,2.75,358050,24.41,41.52,4,9,Current,347621.35922330094,347621.35922330094,0.0,358050
1032,2021,7712,312000,80.0,1,2.75,312000,29.65,45.3,4,9,Current,390000.0,390000.0,0.0,312000
1065,2021,13000,300000,79.0,1,3.125,300000,13.85,38.85,4,9,Current,379746.835443038,379746.835443038,0.0,300000
1086,2021,10390,459000,90.0,1,3.25,459000,25.36,32.28,4,9,Current,510000.0,510000.0,0.0,459000
1104,2021,9685,465500,95.0,1,3.125,465500,27.18,32.2,5,9,Current,490000.0,490000.0,0.0,465500
1129,2021,8206,305486,62.0,1,3.125,306000,22.18,24.22,5,9,Current,493548.3870967742,493548.3870967742,0.0,305486
1134,2021,9186,340000,77.0,1,3.5,340000,22.77,32.86,4,9,Current,441558.4415584416,441558.4415584416,0.0,340000
1136,2021,9599,460000,69.0,1,2.875,460000,25.85,28.69,5,9,Current,666666.6666666667,666666.6666666667,0.0,460000
1138,2021,7000,304885,50.0,1,3.375,308900,22.93,30.76,4,9,Current,617800.0,617800.0,0.0,304885
1139,2021,7807,289673,74.0,1,3.375,293000,23.13,32.2,5,9,Current,395945.945945946,395945.945945946,0.0,289673
1152,2021,9520,335000,85.0,1,3.25,335000,22.26,24.35,5,9,Current,394117.6470588236,394117.6470588236,0.0,335000
1193,2021,7085,295500,100.0,1,2.75,295500,23.14,41.27,4,9,Current,295500.0,295500.0,0.0,295500
1203,2021,7500,400000,77.0,1,3.0,400000,28.77,29.24,5,9,Current,519480.51948051946,519480.51948051946,0.0,400000
1204,2021,7377,317000,78.0,1,3.0,317000,24.05,25.04,4,9,Current,406410.2564102564,406410.2564102564,0.0,317000
1213,2021,9486,300000,47.0,1,2.75,300000,28.83,37.21,5,9,Current,638297.8723404256,638297.8723404256,0.0,300000
1237,2021,6906,310000,54.0,1,3.125,310000,27.82,41.07,4,9,Current,574074.074074074,574074.074074074,0.0,310000
1240,2021,10833,404000,80.0,1,3.25,404000,23.62,28.67,5,9,Current,505000.0,505000.0,0.0,404000
1248,2021,7421,296000,80.0,1,3.125,296000,23.71,32.09,5,9,Current,370000.0,370000.0,0.0,296000
1261,2021,9167,444000,80.0,1,3.0,444000,24.56,25.41,5,9,Current,555000.0,555000.0,0.0,444000
1265,2021,8211,310800,104.0,1,3.625,310800,21.92,39.38,5,9,Current,298846.1538461538,298846.1538461538,0.0,310800
1266,2021,10943,375000,49.0,1,2.875,375000,23.11,44.28,4,9,Current,765306.1224489796,765306.1224489796,0.0,375000
1294,2021,13593,331000,77.0,1,2.625,331000,23.19,32.15,4,9,Current,429870.12987012987,429870.12987012987,0.0,331000
1313,2021,11785,392800,80.0,1,3.0,392800,21.29,25.09,5,9,Current,491000.0,491000.0,0.0,392800
1316,2021,6804,274808,61.0,1,3.25,277000,24.34,29.98,5,9,Current,454098.3606557377,454098.3606557377,0.0,274808
1317,2021,7280,256405,95.0,1,3.125,256405,26.04,30.23,5,9,Current,269900.0,269900.0,0.0,256405
1319,2021,7029,328877,70.0,1,3.125,330000,27.58,45.02,4,9,Current,471428.5714285715,471428.5714285715,0.0,328877
1324,2021,11449,350000,80.0,1,2.875,350000,17.99,22.72,5,9,Current,437500.0,437500.0,0.0,350000
1328,2021,6922,394400,80.0,1,2.875,394400,33.46,33.46,5,9,Current,493000.0,493000.0,0.0,394400
1346,2021,9773,452000,80.0,1,3.0,452000,29.21,29.46,5,9,Current,565000.0,565000.0,0.0,452000
1388,2021,13112,460824,80.0,1,3.125,460824,20.54,39.21,5,9,Current,576030.0,576030.0,0.0,460824
1403,2021,10498,308000,80.0,1,3.375,308000,17.65,27.09,5,9,Current,385000.0,385000.0,0.0,308000
1413,2021,11332,396000,66.0,1,2.75,396000,23.87,27.14,4,9,Current,600000.0,600000.0,0.0,396000
1432,2021,8049,398764,76.0,1,2.875,400000,35.07,39.15,5,9,Current,526315.7894736842,526315.7894736842,0.0,398764
1436,2021,9933,440000,64.0,1,3.0,440000,24.35,26.19,4,9,Current,687500.0,687500.0,0.0,440000
1446,2021,12620,440000,75.0,1,3.0,440000,19.68,41.71,4,9,Current,586666.6666666666,586666.6666666666,0.0,440000
1448,2021,8333,424000,76.0,1,2.875,424000,31.03,31.61,5,9,Current,557894.7368421053,557894.7368421053,0.0,424000
1449,2021,10001,452000,80.0,1,2.875,452000,24.77,39.99,4,9,Current,565000.0,565000.0,0.0,452000
1463,2021,7905,284000,69.0,1,3.375,284000,21.64,21.64,5,9,Current,411594.2028985508,411594.2028985508,0.0,284000
1474,2021,7030,403750,95.0,1,3.125,403750,35.57,39.9,5,9,Current,425000.0,425000.0,0.0,403750
1481,2021,8632,420000,77.0,1,3.0,420000,27.77,39.37,4,9,Current,545454.5454545454,545454.5454545454,0.0,420000
1489,2021,5217,290000,73.0,1,3.25,290000,34.48,35.15,5,9,Current,397260.27397260274,397260.27397260274,0.0,290000
1499,2021,9246,360000,43.0,1,2.875,360000,27.0,30.89,5,9,Current,837209.3023255814,837209.3023255814,0.0,360000
1515,2021,5804,264300,62.0,1,2.875,264300,27.4,27.4,5,9,Current,426290.3225806452,426290.3225806452,0.0,264300
1518,2021,8020,383450,56.0,1,2.875,383450,34.8,36.87,5,9,Current,684732.1428571428,684732.1428571428,0.0,383450
1540,2021,7127,356000,45.0,1,2.875,356000,33.67,33.67,3,9,Current,791111.1111111111,791111.1111111111,0.0,356000
1544,2021,11121,340000,33.0,1,2.875,340000,23.73,31.25,4,9,Current,1030303.0303030304,1030303.0303030304,0.0,340000
1566,2021,7079,323500,63.0,1,3.0,324500,26.95,28.01,4,9,Current,515079.3650793651,515079.3650793651,0.0,323500
1567,2021,9695,429600,77.0,1,2.875,429600,25.9,26.64,5,9,Current,557922.077922078,557922.077922078,0.0,429600
1571,2021,9065,405050,70.0,1,2.875,405050,23.32,32.93,5,9,Current,578642.8571428572,578642.8571428572,0.0,405050
1577,2021,11666,450000,72.0,1,2.875,450000,21.74,35.04,4,9,Current,625000.0,625000.0,0.0,450000
1589,2021,6336,335000,77.0,1,2.875,335000,37.77,44.72,5,9,Current,435064.9350649351,435064.9350649351,0.0,335000
1590,2021,6500,280000,75.0,1,2.875,280000,31.95,34.37,4,9,Current,373333.3333333333,373333.3333333333,0.0,280000
1659,2021,6940,320000,80.0,1,2.875,320000,28.3,32.71,5,9,Current,400000.0,400000.0,0.0,320000
1674,2021,9380,350000,49.0,1,2.5,350000,28.45,47.18,5,9,Current,714285.7142857143,714285.7142857143,0.0,350000
1686,2021,6916,352900,69.0,1,2.625,352900,27.33,27.33,5,9,Current,511449.2753623189,511449.2753623189,0.0,352900
1737,2021,13301,288000,80.0,1,2.375,288000,18.31,37.92,5,9,Current,360000.0,360000.0,0.0,288000
1743,2021,8128,297000,78.0,1,2.625,297000,31.73,32.6,5,9,Current,380769.2307692308,380769.2307692308,0.0,297000
1750,2021,6514,274400,67.0,1,2.875,274400,27.18,41.07,5,9,Current,409552.2388059701,409552.2388059701,0.0,274400
1757,2021,6864,321000,80.0,1,3.0,321000,31.19,45.83,5,9,Current,401250.0,401250.0,0.0,321000
1781,2021,7018,397000,92.0,1,2.5,397000,31.48,38.03,5,9,Current,431521.7391304348,431521.7391304348,0.0,397000
1788,2021,10961,432000,80.0,1,2.875,432000,23.56,36.14,5,9,Current,540000.0,540000.0,0.0,432000
1840,2021,7297,371200,80.0,1,2.875,371200,25.97,30.98,5,9,Current,464000.0,464000.0,0.0,371200
1847,2021,7529,281000,77.0,1,3.0,281000,22.27,23.63,5,9,Current,364935.0649350649,364935.0649350649,0.0,281000
1862,2021,9126,379050,80.0,1,3.0,379050,22.69,34.36,4,9,Current,473812.5,473812.5,0.0,379050
1864,2021,10521,319600,64.0,1,2.625,319600,18.27,25.5,5,9,Current,499375.0,499375.0,0.0,319600
2013,2021,7358,265500,90.0,1,2.75,265500,27.77,40.89,5,9,Current,295000.0,295000.0,0.0,265500
2030,2021,8692,371100,78.0,1,2.875,371100,23.79,42.64,5,9,Current,475769.2307692308,475769.2307692308,0.0,371100
2048,2021,7137,278000,80.0,1,3.0,278000,22.86,29.84,4,9,Current,347500.0,347500.0,0.0,278000
2106,2021,7291,260000,80.0,1,2.625,260000,30.38,30.94,5,9,Current,325000.0,325000.0,0.0,260000
2146,2021,11359,340000,70.0,1,2.625,340000,20.66,25.88,5,9,Current,485714.28571428574,485714.28571428574,0.0,340000
2154,2021,7007,373395,101.0,1,2.625,373395,32.04,32.54,5,9,Current,369698.0198019802,369698.0198019802,0.0,373395
2226,2021,15300,338955,80.0,1,3.0,352000,19.46,46.65,4,9,Current,440000.0,440000.0,0.0,338955
2231,2021,7759,404500,54.0,1,2.875,404500,32.44,37.28,4,9,Current,749074.074074074,749074.074074074,0.0,404500
2342,2021,12576,389000,52.0,1,2.5,389000,26.68,34.04,5,9,Current,748076.923076923,748076.923076923,0.0,389000
2350,2021,10258,412500,59.0,1,2.0,412500,33.11,37.56,5,9,Current,699152.5423728814,699152.5423728814,0.0,412500
2435,2021,6500,256000,75.0,1,2.75,256000,31.93,32.32,5,9,Current,341333.3333333333,341333.3333333333,0.0,256000
2604,2021,9702,285200,58.0,1,2.75,285200,20.27,27.22,5,9,Current,491724.1379310345,491724.1379310345,0.0,285200
2605,2021,7535,286400,80.0,1,3.0,286400,24.51,32.84,4,9,Current,358000.0,358000.0,0.0,286400
2626,2021,6262,315050,93.0,1,2.875,315050,31.91,34.45,5,9,Current,338763.44086021505,338763.44086021505,0.0,315050
2655,2021,5261,262000,80.0,1,3.125,262000,31.16,38.1,5,9,Current,327500.0,327500.0,0.0,262000
2659,2021,6575,312000,80.0,1,2.875,312000,31.2,41.97,4,9,Current,390000.0,390000.0,0.0,312000
2741,2021,10077,262038,71.0,1,2.0,262038,26.37,31.57,5,9,Current,369067.6056338028,369067.6056338028,0.0,262038
2815,2021,8741,308500,63.0,1,2.875,308500,36.96,43.88,5,9,Current,489682.5396825397,489682.5396825397,0.0,308500
2828,2021,9374,254000,60.0,1,2.5,254000,20.84,31.88,5,9,Current,423333.3333333334,423333.3333333334,0.0,254000
2874,2021,5141,294400,80.0,1,2.875,294400,30.49,42.94,5,9,Current,368000.0,368000.0,0.0,294400
2919,2021,7175,290000,73.0,1,3.25,290000,26.79,31.24,4,9,Current,397260.27397260274,397260.27397260274,0.0,290000
2950,2021,10675,234000,80.0,1,2.5,234000,16.69,38.08,5,9,Current,292500.0,292500.0,0.0,234000
2957,2021,9989,342200,100.0,1,2.75,342200,19.04,36.13,4,9,Current,342200.0,342200.0,0.0,342200
3018,2021,7452,256416,77.0,1,2.5,260000,28.3,30.37,5,9,Current,337662.33766233764,337662.33766233764,0.0,256416
3062,2021,9112,416000,70.0,1,3.0,416000,25.76,28.59,4,9,Current,594285.7142857143,594285.7142857143,0.0,416000
3066,2021,6316,353000,77.0,1,3.0,353000,32.33,42.32,5,9,Current,458441.5584415585,458441.5584415585,0.0,353000
3071,2021,4291,322500,74.0,1,2.5,322500,40.29,41.29,5,9,Current,435810.8108108108,435810.8108108108,0.0,322500
3172,2021,8081,294097,80.0,1,2.5,294097,15.17,29.12,4,9,Current,367621.25,367621.25,0.0,294097
3221,2021,8302,262000,76.0,1,2.125,262000,29.14,45.81,5,9,Current,344736.84210526315,344736.84210526315,0.0,262000
3387,2021,7975,340000,80.0,1,3.125,340000,23.49,28.73,5,9,Current,425000.0,425000.0,0.0,340000
3485,2021,13002,374000,75.0,1,2.375,374000,29.2,32.85,5,9,Current,498666.6666666667,498666.6666666667,0.0,374000
3522,2021,10000,290000,75.0,1,3.0,290000,17.8,46.85,4,9,Current,386666.6666666667,386666.6666666667,0.0,290000
3653,2021,8755,247200,71.0,1,2.0,247200,25.81,36.29,5,9,Current,348169.0140845071,348169.0140845071,0.0,247200
3683,2021,12321,380000,80.0,1,2.0,380000,31.29,41.54,5,9,Current,475000.0,475000.0,0.0,380000
3720,2021,10000,296800,80.0,1,2.25,296800,26.13,27.37,4,9,Current,371000.0,371000.0,0.0,296800
3721,2021,9141,271000,62.0,1,2.0,271000,25.43,25.84,5,9,Current,437096.7741935484,437096.7741935484,0.0,271000
3745,2021,8333,275000,70.0,1,2.375,275000,24.14,38.05,5,9,Current,392857.1428571429,392857.1428571429,0.0,275000
3773,2021,14380,369400,72.0,1,2.375,369400,21.68,31.97,5,9,Current,513055.5555555556,513055.5555555556,0.0,369400
3778,2021,9785,289000,80.0,1,3.0,289000,22.83,35.61,4,9,Current,361250.0,361250.0,0.0,289000
3783,2021,5615,341900,73.0,1,2.875,341900,33.08,43.73,5,9,Current,468356.1643835616,468356.1643835616,0.0,341900
3808,2021,8540,266500,67.0,1,2.875,266500,20.51,26.48,5,9,Current,397761.1940298507,397761.1940298507,0.0,266500
3900,2021,8495,394000,79.0,1,2.625,394000,26.96,36.46,4,9,Current,498734.17721518985,498734.17721518985,0.0,394000
3931,2021,6254,278700,77.0,1,2.75,278700,25.48,25.48,5,9,Current,361948.051948052,361948.051948052,0.0,278700
4002,2021,7516,270000,78.0,1,2.625,270000,30.59,38.44,4,9,Current,346153.8461538461,346153.8461538461,0.0,270000
4003,2021,10584,332000,80.0,1,2.75,332000,23.39,24.55,5,9,Current,415000.0,415000.0,0.0,332000
4095,2021,9360,332975,73.0,1,2.625,333000,19.75,25.86,4,9,Current,456164.38356164383,456164.38356164383,0.0,332975
4170,2021,12109,310200,78.0,1,3.0,310200,19.75,40.64,5,9,Current,397692.3076923077,397692.3076923077,0.0,310200
4180,2021,14193,380000,71.0,1,2.0,380000,22.64,37.15,3,9,Current,535211.2676056338,535211.2676056338,0.0,380000
4190,2021,5000,310000,67.0,1,2.875,310000,35.83,37.61,5,9,Current,462686.5671641791,462686.5671641791,0.0,310000
4207,2021,8379,274699,64.0,1,2.0,274699,34.37,41.06,5,9,Current,429217.1875,429217.1875,0.0,274699
4211,2021,7036,287484,80.0,1,2.75,288000,32.46,34.29,5,9,Current,360000.0,360000.0,0.0,287484
4225,2021,8553,268000,80.0,1,2.75,268000,19.18,25.55,5,9,Current,335000.0,335000.0,0.0,268000
4288,2021,7415,305000,74.0,1,2.5,305000,28.13,33.37,5,9,Current,412162.1621621622,412162.1621621622,0.0,305000
4460,2021,7500,300265,77.0,1,2.875,300265,28.42,44.49,5,9,Current,389954.5454545455,389954.5454545455,0.0,300265
4654,2021,6533,263500,92.0,1,3.0,263500,26.26,27.35,5,9,Current,286413.04347826086,286413.04347826086,0.0,263500
4807,2021,6923,254000,80.0,1,2.875,254000,25.93,40.75,5,9,Current,317500.0,317500.0,0.0,254000
4868,2021,13201,401615,90.0,1,2.5,401615,22.23,36.66,4,9,Current,446238.8888888889,446238.8888888889,0.0,401615
4911,2021,7667,256000,80.0,1,3.0,256000,33.02,33.88,5,9,Current,320000.0,320000.0,0.0,256000
4922,2021,13117,380000,55.0,1,2.625,380000,17.03,36.15,4,9,Current,690909.0909090908,690909.0909090908,0.0,380000
5053,2021,9925,369000,88.0,1,2.25,369000,32.09,42.48,5,9,Current,419318.1818181818,419318.1818181818,0.0,369000
5085,2021,8081,272000,80.0,1,2.875,272000,20.2,34.25,4,9,Current,340000.0,340000.0,0.0,272000
5086,2021,14926,298597,79.0,1,2.25,300000,22.31,27.21,5,9,Current,379746.835443038,379746.835443038,0.0,298597
5097,2021,6860,296000,65.0,1,3.375,296000,30.96,32.11,4,9,Current,455384.6153846154,455384.6153846154,0.0,296000
5140,2021,9256,360000,80.0,1,2.625,360000,23.64,27.76,4,9,Current,450000.0,450000.0,0.0,360000
5199,2021,9989,291500,73.0,1,2.75,291500,31.3,41.95,5,9,Current,399315.0684931507,399315.0684931507,0.0,291500
5228,2021,6693,291792,76.0,1,2.875,291792,34.25,39.06,5,9,Current,383936.8421052632,383936.8421052632,0.0,291792
5232,2021,9455,385000,78.0,1,2.5,385000,26.38,26.75,5,9,Current,493589.7435897436,493589.7435897436,0.0,385000
5233,2021,6375,338000,80.0,1,3.0,338000,37.12,40.77,5,9,Current,422500.0,422500.0,0.0,338000
5254,2021,14153,300000,75.0,1,3.0,300000,11.9,48.74,4,9,Current,400000.0,400000.0,0.0,300000
5307,2021,8542,361000,69.0,1,2.125,361000,32.33,33.45,5,9,Current,523188.4057971015,523188.4057971015,0.0,361000
5321,2021,8004,256000,77.0,1,2.625,256000,21.31,31.85,5,9,Current,332467.53246753244,332467.53246753244,0.0,256000
5468,2021,10346,285000,72.0,1,2.0,285000,24.33,27.38,5,9,Current,395833.3333333334,395833.3333333334,0.0,285000
5499,2021,5882,300000,76.0,1,2.5,300000,29.65,34.82,4,9,Current,394736.8421052632,394736.8421052632,0.0,300000
5625,2021,6184,352000,79.0,1,2.625,352000,38.44,41.47,4,9,Current,445569.62025316455,445569.62025316455,0.0,352000
5746,2021,12620,331200,80.0,1,2.125,331200,24.64,25.41,5,9,Current,414000.0,414000.0,0.0,331200
5774,2021,12531,300000,56.0,1,2.125,300000,26.73,27.01,5,9,Current,535714.2857142857,535714.2857142857,0.0,300000
5780,2021,11992,379000,80.0,1,3.125,379000,17.56,36.41,4,9,Current,473750.0,473750.0,0.0,379000
5794,2021,11481,316000,80.0,1,2.0,316000,24.52,38.11,4,9,Current,395000.0,395000.0,0.0,316000
5811,2021,6784,327500,79.0,1,2.625,327500,32.18,33.22,5,9,Current,414556.9620253164,414556.9620253164,0.0,327500
5889,2021,10304,281000,79.0,1,2.875,281000,16.43,39.69,5,9,Current,355696.20253164554,355696.20253164554,0.0,281000
6002,2021,7018,302378,79.0,1,2.5,302378,25.35,29.43,4,9,Current,382756.9620253164,382756.9620253164,0.0,302378
6022,2021,7650,348294,86.0,1,2.625,348294,37.99,42.95,5,9,Current,404993.023255814,404993.023255814,0.0,348294
6031,2021,8754,308000,80.0,1,2.0,308000,31.15,48.21,4,9,Current,385000.0,385000.0,0.0,308000
