,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
370,2021,2658,84000,15.0,2,2.75,84000,43.0,46.35,5,5,Current,560000.0,560000.0,0.0,84000
389,2021,9908,206000,38.0,2,2.75,206000,21.37,28.37,5,5,Current,542105.2631578947,542105.2631578947,0.0,206000
394,2021,6794,260000,40.0,2,2.75,260000,26.23,42.56,3,4,Current,650000.0,650000.0,0.0,260000
406,2021,9439,175000,35.0,2,2.25,175000,18.17,45.04,5,5,Current,500000.00000000006,500000.00000000006,0.0,175000
426,2021,9351,210064,54.0,2,2.5,213000,23.23,38.75,5,5,Current,394444.4444444445,394444.4444444445,0.0,210064
439,2021,9398,220546,52.0,2,3.0,223000,15.82,24.91,4,4,Current,428846.1538461538,428846.1538461538,0.0,220546
440,2021,14392,235000,46.0,2,2.75,235000,16.78,34.02,5,5,Current,510869.5652173913,510869.5652173913,0.0,235000
498,2021,10096,225000,50.0,2,2.25,225000,20.11,31.45,4,5,Current,450000.0,450000.0,0.0,225000
511,2021,8644,178800,58.0,2,2.375,178800,19.37,36.06,5,5,Current,308275.8620689656,308275.8620689656,0.0,178800
518,2021,5622,136000,33.0,2,2.75,136000,19.13,26.28,5,5,Current,412121.2121212121,412121.2121212121,0.0,136000
520,2021,3321,140000,25.0,2,2.75,140000,34.59,38.54,5,5,Current,560000.0,560000.0,0.0,140000
521,2021,8680,159600,47.0,2,2.5,163000,18.11,30.42,5,4,Current,346808.5106382979,346808.5106382979,0.0,159600
526,2021,5172,220000,38.0,2,2.75,220000,32.78,35.16,4,4,Current,578947.3684210526,578947.3684210526,0.0,220000
534,2021,10706,183500,40.0,2,2.5,183500,23.43,29.76,5,5,Current,458750.0,458750.0,0.0,183500
551,2021,10000,250000,40.0,2,2.625,250000,20.87,26.43,5,5,Current,625000.0,625000.0,0.0,250000
586,2021,9287,344382,44.0,2,2.75,345000,27.13,28.88,5,5,Current,784090.9090909091,784090.9090909091,0.0,344382
589,2021,9563,275000,51.0,2,3.0,275000,17.23,35.64,4,5,Current,539215.6862745098,539215.6862745098,0.0,275000
590,2021,9727,172753,43.0,2,2.5,175200,19.01,25.01,4,5,Current,407441.8604651163,407441.8604651163,0.0,172753
593,2021,5126,207000,57.0,2,2.625,207000,26.09,27.16,5,5,Current,363157.8947368421,363157.8947368421,0.0,207000
609,2021,9056,235000,25.0,2,2.625,235000,28.98,34.3,5,5,Current,940000.0,940000.0,0.0,235000
611,2021,12922,256000,51.0,2,3.0,256000,14.47,42.78,5,5,Current,501960.7843137255,501960.7843137255,0.0,256000
657,2021,10233,300000,31.0,2,3.0,300000,23.38,28.35,4,4,Current,967741.935483871,967741.935483871,0.0,300000
663,2021,10136,263000,47.0,2,2.875,263000,20.7,36.11,4,4,Current,559574.4680851065,559574.4680851065,0.0,263000
681,2021,4500,150240,62.0,2,2.75,150240,29.05,42.01,4,3,Current,242322.5806451613,242322.5806451613,0.0,150240
685,2021,5909,145000,58.0,2,2.25,145000,23.43,34.83,5,5,Current,250000.00000000003,250000.00000000003,0.0,145000
723,2021,9274,191000,51.0,2,2.75,191000,20.64,28.06,4,5,Current,374509.8039215686,374509.8039215686,0.0,191000
728,2021,7722,193000,46.0,2,2.625,193000,23.17,32.32,5,5,Current,419565.2173913043,419565.2173913043,0.0,193000
735,2021,4495,127000,37.0,2,2.375,127000,25.33,38.39,5,5,Current,343243.24324324325,343243.24324324325,0.0,127000
770,2021,6960,144000,32.0,2,2.875,144000,16.59,26.51,4,5,Current,450000.0,450000.0,0.0,144000
774,2021,9631,315000,45.0,2,2.875,315000,22.94,39.27,4,4,Current,700000.0,700000.0,0.0,315000
797,2021,6885,278000,28.0,2,3.0,278000,31.87,43.74,4,4,Current,992857.1428571428,992857.1428571428,0.0,278000
798,2021,3031,183000,42.0,2,3.5,183000,42.36,43.18,5,5,Current,435714.28571428574,435714.28571428574,0.0,183000
805,2021,6303,179000,47.0,2,3.25,179000,18.1,25.2,5,5,Current,380851.0638297873,380851.0638297873,0.0,179000
807,2021,5785,166000,59.0,2,3.0,166000,20.81,43.69,4,4,Current,281355.9322033898,281355.9322033898,0.0,166000
815,2021,8806,271000,42.0,2,3.0,271000,23.27,36.13,4,4,Current,645238.0952380953,645238.0952380953,0.0,271000
817,2021,8843,168000,59.0,2,3.0,168000,18.52,41.45,4,4,Current,284745.76271186443,284745.76271186443,0.0,168000
857,2021,5939,160000,49.0,2,2.5,160000,27.36,45.87,5,5,Current,326530.612244898,326530.612244898,0.0,160000
888,2021,11576,281689,23.0,2,2.375,283000,21.93,22.63,5,5,Current,1230434.7826086956,1230434.7826086956,0.0,281689
907,2021,8099,300000,46.0,2,3.0,300000,24.11,32.37,5,5,Current,652173.9130434783,652173.9130434783,0.0,300000
914,2021,10632,170500,55.0,2,2.5,170500,15.24,40.46,4,4,Current,310000.0,310000.0,0.0,170500
924,2021,7960,193600,41.0,2,2.75,193600,21.76,30.64,5,5,Current,472195.1219512196,472195.1219512196,0.0,193600
931,2021,5722,100000,32.0,2,2.5,100000,29.69,40.03,5,5,Current,312500.0,312500.0,0.0,100000
956,2021,3118,60000,20.0,2,2.875,60000,30.67,43.91,4,3,Current,300000.0,300000.0,0.0,60000
1018,2021,7774,137500,47.0,2,2.5,137500,15.07,29.27,5,5,Current,292553.1914893617,292553.1914893617,0.0,137500
1121,2021,6467,308000,43.0,2,3.0,308000,29.62,35.4,5,5,Current,716279.0697674418,716279.0697674418,0.0,308000
1161,2021,8074,67000,23.0,2,2.625,67000,12.93,38.28,3,3,Current,291304.3478260869,291304.3478260869,0.0,67000
1179,2021,3848,102250,25.0,2,3.125,102250,21.84,35.65,5,5,Current,409000.0,409000.0,0.0,102250
1189,2021,11534,203997,40.0,2,3.375,206000,21.21,42.95,5,5,Current,515000.0,515000.0,0.0,203997
1218,2021,4447,156000,59.0,2,2.625,156000,33.14,46.48,5,4,Current,264406.77966101695,264406.77966101695,0.0,156000
1233,2021,5285,150000,34.0,2,2.5,150000,32.73,48.72,5,4,Current,441176.4705882352,441176.4705882352,0.0,150000
1249,2021,8967,100000,25.0,2,2.875,100000,12.47,49.03,5,3,Current,400000.0,400000.0,0.0,100000
1263,2021,8745,220000,45.0,2,2.875,220000,20.65,46.96,4,5,Current,488888.8888888889,488888.8888888889,0.0,220000
1270,2021,9204,289000,45.0,2,3.0,289000,19.05,22.57,5,5,Current,642222.2222222222,642222.2222222222,0.0,289000
1279,2021,10138,200000,37.0,2,2.5,200000,18.29,27.25,4,4,Current,540540.5405405406,540540.5405405406,0.0,200000
1298,2021,10220,235000,53.0,2,2.75,235000,20.92,27.49,5,5,Current,443396.2264150944,443396.2264150944,0.0,235000
1322,2021,8922,120000,59.0,2,2.375,120000,15.04,41.41,5,5,Current,203389.83050847455,203389.83050847455,0.0,120000
1338,2021,9598,98499,26.0,2,3.125,99000,9.05,41.05,4,3,Current,380769.2307692308,380769.2307692308,0.0,98499
1362,2021,8577,293027,24.0,2,2.375,300000,33.52,36.34,5,5,Current,1250000.0,1250000.0,0.0,293027
1411,2021,8861,100000,41.0,2,2.625,100000,13.63,44.29,3,3,Current,243902.43902439025,243902.43902439025,0.0,100000
1420,2021,4733,169159,34.0,2,3.25,170000,22.98,34.46,3,3,Current,500000.0,500000.0,0.0,169159
1425,2021,7080,165000,49.0,2,2.5,165000,23.69,42.02,5,5,Current,336734.693877551,336734.693877551,0.0,165000
1465,2021,7456,255000,60.0,2,3.25,255000,20.87,35.48,5,4,Current,425000.0,425000.0,0.0,255000
1467,2021,4278,210992,41.0,2,2.875,215000,38.26,47.17,3,2,Current,524390.243902439,524390.243902439,0.0,210992
1483,2021,9999,200000,49.0,2,3.125,200000,13.94,47.06,4,4,Current,408163.2653061225,408163.2653061225,0.0,200000
1490,2021,4715,209072,42.0,2,2.875,211000,28.46,41.0,5,5,Current,502380.9523809524,502380.9523809524,0.0,209072
1517,2021,9379,310000,42.0,2,2.875,310000,22.97,34.44,5,5,Current,738095.2380952381,738095.2380952381,0.0,310000
1527,2021,6639,185000,60.0,2,2.75,185000,23.01,38.57,4,3,Current,308333.3333333334,308333.3333333334,0.0,185000
1568,2021,4727,214200,52.0,2,2.875,214200,27.74,36.23,5,5,Current,411923.07692307694,411923.07692307694,0.0,214200
1570,2021,10444,305500,34.0,2,2.875,305500,19.19,22.87,5,5,Current,898529.4117647058,898529.4117647058,0.0,305500
1575,2021,5673,225000,59.0,2,2.75,225000,23.88,44.86,5,5,Current,381355.9322033899,381355.9322033899,0.0,225000
1584,2021,4913,143000,52.0,2,3.25,143000,25.57,40.27,5,4,Current,275000.0,275000.0,0.0,143000
1585,2021,5855,125000,40.0,2,2.625,125000,21.36,46.24,4,5,Current,312500.0,312500.0,0.0,125000
1624,2021,6160,135000,61.0,2,3.0,135000,18.8,32.59,5,5,Current,221311.47540983607,221311.47540983607,0.0,135000
1636,2021,4276,90500,55.0,2,2.75,90500,16.08,41.83,4,4,Current,164545.45454545453,164545.45454545453,0.0,90500
1695,2021,3287,50000,25.0,2,2.5,50000,24.0,25.82,4,4,Current,200000.0,200000.0,0.0,50000
1773,2021,5128,52947,20.0,2,3.0,60000,23.59,32.6,2,5,Current,300000.0,300000.0,0.0,52947
1779,2021,9543,160000,60.0,2,2.0,160000,16.54,36.54,5,5,Current,266666.6666666667,266666.6666666667,0.0,160000
1801,2021,3684,95000,62.0,2,2.625,95000,16.75,49.05,5,5,Current,153225.8064516129,153225.8064516129,0.0,95000
1841,2021,7556,144200,52.0,2,2.0,144200,27.76,33.18,5,5,Current,277307.6923076923,277307.6923076923,0.0,144200
1866,2021,9296,217000,54.0,2,2.125,217000,21.3,28.0,5,5,Current,401851.8518518519,401851.8518518519,0.0,217000
1877,2021,3781,35000,55.0,2,2.25,35000,11.69,38.27,5,5,Current,63636.36363636363,63636.36363636363,0.0,35000
1914,2021,7066,144000,40.0,2,2.0,144000,20.13,24.53,5,5,Current,360000.0,360000.0,0.0,144000
1952,2021,5375,62685,43.0,2,2.0,62685,12.15,41.12,5,5,Current,145779.06976744186,145779.06976744186,0.0,62685
1956,2021,4651,69227,47.0,2,2.0,69227,18.32,38.25,5,5,Current,147291.48936170214,147291.48936170214,0.0,69227
2005,2021,6759,267100,48.0,2,2.75,267100,25.16,28.06,5,5,Current,556458.3333333334,556458.3333333334,0.0,267100
2039,2021,9380,144000,49.0,2,2.25,144000,13.65,35.64,5,4,Current,293877.55102040817,293877.55102040817,0.0,144000
2076,2021,5380,112100,58.0,2,2.125,112100,24.94,47.8,5,5,Current,193275.86206896557,193275.86206896557,0.0,112100
2078,2021,4008,106500,54.0,2,2.125,106500,28.15,32.86,5,5,Current,197222.22222222225,197222.22222222225,0.0,106500
2091,2021,6250,150000,50.0,2,2.875,150000,23.89,37.43,5,5,Current,300000.0,300000.0,0.0,150000
2149,2021,8625,172747,55.0,2,2.25,173600,19.04,35.82,5,5,Current,315636.3636363636,315636.3636363636,0.0,172747
2161,2021,4467,125200,26.0,2,2.0,125200,28.32,46.54,5,5,Current,481538.4615384615,481538.4615384615,0.0,125200
2212,2021,5936,108500,35.0,2,2.0,108500,20.84,35.38,5,5,Current,310000.0,310000.0,0.0,108500
2219,2021,10947,225000,51.0,2,2.25,225000,19.18,40.56,5,4,Current,441176.4705882353,441176.4705882353,0.0,225000
2247,2021,4202,65000,29.0,2,3.5,65000,20.8,44.01,3,5,Current,224137.9310344828,224137.9310344828,0.0,65000
2249,2021,4575,223600,50.0,2,2.625,223600,28.59,34.47,4,4,Current,447200.0,447200.0,0.0,223600
2263,2021,4992,82000,32.0,2,2.25,82000,20.8,29.37,5,5,Current,256250.0,256250.0,0.0,82000
2339,2021,6293,195000,49.0,2,3.125,195000,30.66,42.6,3,4,Current,397959.1836734694,397959.1836734694,0.0,195000
2344,2021,4651,157000,47.0,2,2.75,157000,26.88,43.59,4,4,Current,334042.55319148937,334042.55319148937,0.0,157000
2360,2021,10303,199000,40.0,2,3.0,199000,18.78,23.21,5,5,Current,497500.0,497500.0,0.0,199000
2363,2021,5876,165000,58.0,2,2.0,165000,26.53,26.78,5,5,Current,284482.7586206897,284482.7586206897,0.0,165000
2382,2021,8587,201670,48.0,2,2.125,201670,21.12,27.01,3,4,Current,420145.8333333334,420145.8333333334,0.0,201670
2395,2021,4486,165000,46.0,2,2.125,165000,33.68,35.91,5,5,Current,358695.652173913,358695.652173913,0.0,165000
2396,2021,5349,112500,39.0,2,2.375,112500,21.21,25.38,5,5,Current,288461.53846153844,288461.53846153844,0.0,112500
2408,2021,4024,137000,43.0,2,2.875,137000,24.59,31.75,5,5,Current,318604.6511627907,318604.6511627907,0.0,137000
2438,2021,4351,105000,53.0,2,2.0,105000,26.26,40.25,5,5,Current,198113.2075471698,198113.2075471698,0.0,105000
2439,2021,6830,125125,36.0,2,2.375,125125,18.98,34.51,5,5,Current,347569.44444444444,347569.44444444444,0.0,125125
2441,2021,5049,140000,56.0,2,3.0,140000,25.53,34.64,5,5,Current,250000.0,250000.0,0.0,140000
2443,2021,6957,84970,49.0,2,2.0,84970,14.1,38.77,5,5,Current,173408.16326530612,173408.16326530612,0.0,84970
2459,2021,5117,60000,38.0,2,2.0,60000,19.96,25.41,5,5,Current,157894.73684210525,157894.73684210525,0.0,60000
2465,2021,10679,242800,56.0,2,2.25,242800,30.93,32.2,5,5,Current,433571.4285714285,433571.4285714285,0.0,242800
2468,2021,5022,106500,47.0,2,2.0,106500,22.4,23.79,5,5,Current,226595.7446808511,226595.7446808511,0.0,106500
2473,2021,3608,80000,33.0,2,2.7,80000,17.28,37.6,5,5,Current,242424.2424242424,242424.2424242424,0.0,80000
2569,2021,4134,114450,54.0,2,2.75,114450,18.04,32.84,5,5,Current,211944.44444444444,211944.44444444444,0.0,114450
2585,2021,8183,243000,50.0,2,2.625,243000,20.75,22.39,5,5,Current,486000.0,486000.0,0.0,243000
2599,2021,5023,165000,60.0,2,2.375,165000,20.9,29.54,5,5,Current,275000.0,275000.0,0.0,165000
2617,2021,2746,72000,42.0,2,2.875,72000,20.89,31.92,5,5,Current,171428.57142857145,171428.57142857145,0.0,72000
2620,2021,6674,145000,39.0,2,2.75,145000,21.87,38.15,5,5,Current,371794.87179487175,371794.87179487175,0.0,145000
2624,2021,5993,150000,38.0,2,2.875,150000,15.37,43.92,5,5,Current,394736.8421052632,394736.8421052632,0.0,150000
2625,2021,7478,204000,59.0,2,2.75,204000,19.85,38.34,5,4,Current,345762.7118644068,345762.7118644068,0.0,204000
2748,2021,5583,93800,35.0,2,2.5,93800,20.8,29.74,5,5,Current,268000.0,268000.0,0.0,93800
2775,2021,5711,104400,38.0,2,2.75,104400,15.69,45.0,3,2,Current,274736.84210526315,274736.84210526315,0.0,104400
2781,2021,7650,206586,43.0,2,2.5,208500,25.63,34.73,5,5,Current,484883.72093023255,484883.72093023255,0.0,206586
2788,2021,7255,150000,53.0,2,2.375,150000,22.81,38.51,5,4,Current,283018.8679245283,283018.8679245283,0.0,150000
2812,2021,8333,236784,60.0,2,2.375,239000,25.87,30.29,5,5,Current,398333.3333333334,398333.3333333334,0.0,236784
2846,2021,7632,128650,56.0,2,2.25,128650,15.11,34.22,5,4,Current,229732.14285714284,229732.14285714284,0.0,128650
2852,2021,7186,169400,53.0,2,2.875,169400,18.8,34.24,5,4,Current,319622.6415094339,319622.6415094339,0.0,169400
2856,2021,4498,150000,55.0,2,2.875,150000,22.46,22.46,5,5,Current,272727.2727272727,272727.2727272727,0.0,150000
2869,2021,9948,224000,44.0,2,2.25,224000,23.4,35.74,5,5,Current,509090.9090909091,509090.9090909091,0.0,224000
2882,2021,6030,142000,60.0,2,3.0,142000,15.56,35.0,4,3,Current,236666.6666666667,236666.6666666667,0.0,142000
2940,2021,5864,146890,46.0,2,2.875,146890,22.01,34.29,5,5,Current,319326.0869565217,319326.0869565217,0.0,146890
2981,2021,9557,127738,38.0,2,2.375,127738,18.44,35.06,4,3,Current,336152.63157894736,336152.63157894736,0.0,127738
2985,2021,8379,217646,55.0,2,2.75,217646,20.73,25.2,5,5,Current,395720.0,395720.0,0.0,217646
2990,2021,4356,162000,57.0,2,2.375,162000,25.04,36.23,5,5,Current,284210.5263157895,284210.5263157895,0.0,162000
2996,2021,9826,210000,49.0,2,2.375,210000,19.25,23.95,4,3,Current,428571.4285714286,428571.4285714286,0.0,210000
3008,2021,7513,158221,40.0,2,2.5,165000,27.42,38.96,5,5,Current,412500.0,412500.0,0.0,158221
3017,2021,2910,76120,30.0,2,2.625,76120,23.21,27.26,5,5,Current,253733.3333333333,253733.3333333333,0.0,76120
3056,2021,13801,125000,23.0,2,2.875,125000,21.47,40.3,5,5,Current,543478.2608695652,543478.2608695652,0.0,125000
3064,2021,3079,110000,40.0,2,2.875,110000,27.18,41.57,5,5,Current,275000.0,275000.0,0.0,110000
3094,2021,8927,160000,61.0,2,2.0,160000,16.74,42.1,5,5,Current,262295.08196721313,262295.08196721313,0.0,160000
3117,2021,7240,204000,59.0,2,2.25,204000,27.02,29.4,5,5,Current,345762.7118644068,345762.7118644068,0.0,204000
3141,2021,5337,200000,50.0,2,2.125,200000,35.1,48.98,5,5,Current,400000.0,400000.0,0.0,200000
3142,2021,8979,229000,58.0,2,2.625,229000,18.09,39.23,5,5,Current,394827.5862068966,394827.5862068966,0.0,229000
3145,2021,2209,63700,32.0,2,2.875,63700,25.13,30.11,5,5,Current,199062.5,199062.5,0.0,63700
3150,2021,7341,115000,46.0,2,2.0,115000,16.92,37.72,5,5,Current,250000.0,250000.0,0.0,115000
3185,2021,4561,83400,46.0,2,3.125,83400,14.74,44.51,5,4,Current,181304.34782608692,181304.34782608692,0.0,83400
3194,2021,5849,188122,59.0,2,2.875,188122,24.77,42.43,5,5,Current,318850.8474576271,318850.8474576271,0.0,188122
3239,2021,6275,173200,40.0,2,2.75,173200,24.72,33.76,5,5,Current,433000.0,433000.0,0.0,173200
3258,2021,9347,173000,56.0,2,2.75,173000,15.94,26.7,5,3,Current,308928.5714285714,308928.5714285714,0.0,173000
3259,2021,2100,60000,23.0,2,2.375,60000,39.31,40.99,5,5,Current,260869.5652173913,260869.5652173913,0.0,60000
3264,2021,6140,129000,47.0,2,2.125,129000,23.69,42.94,5,5,Current,274468.085106383,274468.085106383,0.0,129000
3267,2021,6467,85000,34.0,2,2.125,85000,16.69,31.38,5,5,Current,250000.0,250000.0,0.0,85000
3315,2021,9658,198500,52.0,2,2.0,198500,20.73,25.72,5,5,Current,381730.7692307692,381730.7692307692,0.0,198500
3411,2021,6565,244000,49.0,2,2.75,244000,27.04,28.79,5,5,Current,497959.1836734694,497959.1836734694,0.0,244000
3413,2021,5281,94300,61.0,2,2.125,94300,18.0,39.02,5,5,Current,154590.16393442624,154590.16393442624,0.0,94300
3425,2021,1927,94000,47.0,2,2.25,94000,47.57,47.57,4,4,Current,200000.0,200000.0,0.0,94000
3456,2021,6751,130000,51.0,2,2.5,130000,12.89,31.36,4,4,Current,254901.9607843137,254901.9607843137,0.0,130000
3461,2021,3605,125000,47.0,2,2.75,125000,24.46,48.29,3,4,Current,265957.44680851063,265957.44680851063,0.0,125000
3470,2021,4092,80000,42.0,2,2.0,80000,20.89,24.8,4,4,Current,190476.19047619047,190476.19047619047,0.0,80000
3495,2021,8335,250000,36.0,2,2.125,250000,26.93,31.45,9,5,Current,694444.4444444445,694444.4444444445,0.0,250000
3542,2021,7674,169000,55.0,2,2.625,169000,15.56,26.78,5,5,Current,307272.72727272724,307272.72727272724,0.0,169000
3571,2021,9891,170000,48.0,2,2.25,170000,16.27,30.24,5,5,Current,354166.6666666667,354166.6666666667,0.0,170000
3572,2021,8144,95390,44.0,2,1.875,95390,15.89,33.38,5,5,Current,216795.45454545456,216795.45454545456,0.0,95390
3573,2021,7136,179800,56.0,2,2.5,179800,21.12,32.05,5,5,Current,321071.4285714285,321071.4285714285,0.0,179800
3585,2021,5839,100000,51.0,2,2.75,100000,16.45,29.02,5,4,Current,196078.431372549,196078.431372549,0.0,100000
3594,2021,5115,100000,48.0,2,2.625,100000,16.12,32.27,4,5,Current,208333.3333333333,208333.3333333333,0.0,100000
3658,2021,4517,127245,44.0,2,2.625,127245,21.02,42.79,5,5,Current,289193.1818181818,289193.1818181818,0.0,127245
3661,2021,8473,127200,61.0,2,2.25,127200,16.78,31.25,5,5,Current,208524.5901639344,208524.5901639344,0.0,127200
3666,2021,10565,241302,41.0,2,3.0,241302,10.52,47.19,5,5,Current,588541.4634146342,588541.4634146342,0.0,241302
3677,2021,3687,44687,13.0,2,2.875,44687,21.84,31.85,5,5,Current,343746.1538461538,343746.1538461538,0.0,44687
3686,2021,6006,132000,40.0,2,3.125,132000,15.99,36.67,3,4,Current,330000.0,330000.0,0.0,132000
3689,2021,11283,200000,50.0,2,2.375,200000,15.84,41.13,5,5,Current,400000.0,400000.0,0.0,200000
3691,2021,4415,132000,59.0,2,2.375,132000,25.37,34.72,5,5,Current,223728.81355932204,223728.81355932204,0.0,132000
3694,2021,3168,59000,24.0,2,2.875,59000,15.88,27.06,5,5,Current,245833.3333333333,245833.3333333333,0.0,59000
3713,2021,6361,133000,52.0,2,2.0,133000,19.8,25.14,5,5,Current,255769.23076923075,255769.23076923075,0.0,133000
3741,2021,7591,182100,57.0,2,2.625,182100,21.86,23.18,5,5,Current,319473.68421052635,319473.68421052635,0.0,182100
3758,2021,7236,235000,60.0,2,2.625,235000,23.63,31.09,5,5,Current,391666.6666666667,391666.6666666667,0.0,235000
3781,2021,5717,169900,48.0,2,2.875,169900,22.82,42.25,5,4,Current,353958.3333333334,353958.3333333334,0.0,169900
3814,2021,4247,123398,62.0,2,2.375,123398,28.48,41.13,5,5,Current,199029.0322580645,199029.0322580645,0.0,123398
3820,2021,3417,108000,62.0,2,2.75,108000,30.26,43.05,4,5,Current,174193.5483870968,174193.5483870968,0.0,108000
3839,2021,8028,121000,36.0,2,2.125,121000,19.54,29.23,5,4,Current,336111.1111111111,336111.1111111111,0.0,121000
3854,2021,8423,208000,42.0,2,2.375,208000,26.89,35.08,5,5,Current,495238.09523809527,495238.09523809527,0.0,208000
3862,2021,5321,71000,49.0,2,2.0,71000,16.24,44.34,5,5,Current,144897.95918367346,144897.95918367346,0.0,71000
3888,2021,5833,147373,37.0,2,2.375,148778,27.49,29.15,5,5,Current,402102.7027027027,402102.7027027027,0.0,147373
3914,2021,4418,189000,59.0,2,2.625,189000,25.55,31.82,5,5,Current,320338.9830508475,320338.9830508475,0.0,189000
3915,2021,3998,66000,59.0,3,2.125,66000,18.42,34.2,4,5,Current,111864.40677966102,111864.40677966102,0.0,66000
3983,2021,8101,154000,46.0,2,2.25,154000,18.01,44.16,5,4,Current,334782.60869565216,334782.60869565216,0.0,154000
3994,2021,4667,94692,56.0,2,2.125,94692,19.45,24.21,5,5,Current,169092.85714285713,169092.85714285713,0.0,94692
4031,2021,9775,128910,49.0,2,2.0,128910,13.24,38.08,5,5,Current,263081.63265306124,263081.63265306124,0.0,128910
4037,2021,4457,110000,53.0,2,2.75,110000,15.74,29.57,5,5,Current,207547.16981132075,207547.16981132075,0.0,110000
4059,2021,8499,184000,45.0,2,2.875,184000,18.34,35.15,5,5,Current,408888.8888888889,408888.8888888889,0.0,184000
4078,2021,5019,122900,55.0,2,2.25,122900,23.45,29.53,5,4,Current,223454.54545454544,223454.54545454544,0.0,122900
4096,2021,7283,123500,54.0,2,2.25,123500,15.09,29.78,4,5,Current,228703.70370370368,228703.70370370368,0.0,123500
4098,2021,3596,91600,42.0,2,2.75,91600,21.25,32.32,5,4,Current,218095.2380952381,218095.2380952381,0.0,91600
4123,2021,4803,82000,28.0,2,2.75,82000,20.68,29.96,5,5,Current,292857.14285714284,292857.14285714284,0.0,82000
4154,2021,4573,128185,41.0,2,2.0,128185,29.55,30.1,5,5,Current,312646.34146341466,312646.34146341466,0.0,128185
4239,2021,3163,114000,63.0,2,3.0,114000,27.63,31.14,4,3,Current,180952.38095238092,180952.38095238092,0.0,114000
4250,2021,5419,150000,60.0,2,2.625,150000,21.07,38.34,5,5,Current,250000.0,250000.0,0.0,150000
4256,2021,8530,225000,45.0,2,2.25,225000,27.9,29.07,5,5,Current,500000.0,500000.0,0.0,225000
4267,2021,2425,121000,63.0,2,2.625,121000,34.8,37.98,5,5,Current,192063.49206349207,192063.49206349207,0.0,121000
